,country,code,year,hdi,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
1170,Burkina Faso,BFA,2002,,..,260.0,3622350203.94595,0.0759958467114917,71165.0,16090.0001525879
1171,Bangladesh,BGD,2002,,"39,0",430.0,54724081490.5102,0.204488116043745,19139.309,124199.996948242
1172,Bulgaria,BGR,2002,,"55,4",1970.0,16402846413.0958,5.5632388404578,34474.0,57450.0007629395
1173,Bahrain,BHR,2002,,..,11850.0,9593510638.29787,23.0114219420391,4.0,27489.9997711182
1174,Bahamas,BHS,2002,,..,25040.0,8881160000.0,7.18558600058512,5098.6,2619.99988555908
1175,Bosnia and Herzegovina,BIH,2002,,"38,9",1570.0,6728771318.57555,3.46797964458371,21098.52,18510.0002288818
1176,Belarus,BLR,2002,,"50,0",1380.0,14594249022.8922,5.25464983319608,83444.0,77029.9987792969
1177,Belize,BLZ,2002,,..,4490.0,1233000000.0,2.0313530801428,14457.18,939.999997615814
1178,Bermuda,BMU,2002,,..,,3937228000.0,,10.0,
1179,Bolivia,BOL,2002,,"54,6",900.0,7905485146.44351,0.932523205584944,546983.14,34340.0001525879
1180,Brazil,BRA,2002,,"57,0",3080.0,509788814956.855,1.76067069142823,5431870.2,820650.024414063
1181,Barbados,BRB,2002,,..,10930.0,3106500000.0,5.14158114791755,63.0,3710.00003814697
1182,Brunei Darussalam,BRN,2002,,"62,8",17100.0,5843329107.56171,13.2963794290589,3936.0,6559.99994277954
1183,Bhutan,BTN,2002,,..,810.0,520849551.532606,0.38769206044698,26258.58,860.000014305115
1184,Botswana,BWA,2002,,"49,4",2780.0,5438857106.73536,2.2449628772336,173841.0,15920.0000762939
1185,Central African Republic,CAF,2002,,..,250.0,996068183.652841,0.0636027443820968,228430.0,18690.0005340576
1186,Canada,CAN,2002,,"56,0",23580.0,760649334098.005,16.720301488588,3477060.18,657760.009765625
1187,Switzerland,CHE,2002,,"77,1",40750.0,309301422430.386,5.98098517476491,12038.88,52709.9990844727
1188,Chile,CHL,2002,,"55,1",4570.0,70294892400.0639,3.12990035752261,159987.0,68410.0036621094
1189,China,CHN,2002,,"43,0",1110.0,1470550015081.55,2.97567952092608,1817225.16,5068779.78515625
1190,Cote d'Ivoire,CIV,2002,,"51,6",560.0,18054384023.1093,0.38679258042432,48686.76,26040.0009155273
1191,Cameroon,CMR,2002,,"43,3",690.0,12417251815.8801,0.322357011226565,214580.88,82309.9975585938
1192,Dem. Rep. Congo,COD,2002,,"46,3",190.0,8728038525.14034,0.0319383242719429,1425530.0,41520.0004577637
1193,Congo,COG,2002,,"49,0",670.0,3034251042.07329,0.828540702801626,221710.0,9550.00019073486
1194,Cook Islands,COK,2002,,..,,,,,
1195,Colombia,COL,2002,,"59,2",2400.0,97963003804.7851,1.40332056883708,623499.58,140050.003051758
1196,Comoros,COM,2002,,..,690.0,425964697.418664,0.196763419540672,408.04,330.000013113022
1197,Cape Verde,CPV,2002,,..,1220.0,620507562.099274,0.591677217240825,403.2,439.999997615814
1198,Costa Rica,CRI,2002,,"68,4",3750.0,16578820687.2881,1.33895337529687,28600.16,10779.9997329712
1199,Cuba,CUB,2002,,"53,3",2830.0,33590500000.0,2.36525330782231,25344.0,41900.0015258789
1200,Cayman Islands,CYM,2002,,..,,,,128.88,
1201,Cyprus,CYP,2002,,"56,6",14510.0,11420227884.6154,7.29998358399048,1718.56,8300.00019073486
1202,Czech Republic,CZE,2002,,"60,9",6650.0,82196001050.7474,11.6241026972564,26413.08,138190.002441406
1203,Germany,DEU,2002,,"66,9",23680.0,2078484517474.51,10.1029847239038,113650.0,960150.024414063
1204,Djibouti,DJI,2002,,..,,591122039.601398,0.506887981509315,56.0,1259.99999046326
1205,Dominica,DMA,2002,,..,4370.0,333196296.296296,1.75793263188584,478.7,180.000007152557
1206,Denmark,DNK,2002,,"61,4",30850.0,178635163717.431,10.0150095216229,5745.78,70739.9978637695
1207,Dominican Republic,DOM,2002,,"51,8",2870.0,27137508656.8522,2.3740488211297,19926.0,30389.9993896484
1208,Algeria,DZA,2002,,"47,5",1740.0,56760355865.0082,2.6055586914062,16468.0,165039.993286133
1209,Ecuador,ECU,2002,,"56,2",1740.0,28548945000.0,1.84918698710166,135900.38,52919.9981689453
1210,Egypt,EGY,2002,,"52,2",1280.0,85146067415.7303,1.73993093212841,604.96,204770.004272461
1211,Eritrea,ERI,2002,,"35,7",290.0,729321366.651861,0.266936327502825,11121.4,5219.99979019165
1212,Western Sahara,ESH,2002,,..,,,,,
1213,Spain,ESP,2002,,"56,0",15630.0,708756677088.629,7.54859375551361,173842.12,384450.012207031
1214,Estonia,EST,2002,,"56,3",4620.0,7367975887.72723,10.8384382566173,22583.16,17680.0003051758
1215,Ethiopia,ETH,2002,,"51,9",120.0,7850809498.16803,0.064299893731575,183825.0,85839.9963378906
1216,Finland,FIN,2002,,"61,8",25620.0,140404460203.138,12.1985968972624,224049.12,77010.0021362305
1217,Fiji,FJI,2002,,..,2070.0,1833279985.36741,1.03542689030903,10198.24,2039.99996185303
1218,Falkland Islands,FLK,2002,,..,,,,,
1219,France,FRA,2002,,"66,7",23150.0,1501409382971.38,6.00198305535196,155142.0,504279.998779297
1220,Faeroe Islands,FRO,2002,,..,,1275095950.44777,,0.8,
1221,Micronesia,FSM,2002,,..,2170.0,242517200.0,1.25008929741451,639.14,209.999993443489
1222,Gabon,GAB,2002,,"56,3",3470.0,5335451307.54323,4.44213893322106,236898.82,13369.9998855591
1223,United Kingdom,GBR,2002,,"62,0",29140.0,1785843824940.05,8.94030142534885,29750.0,676109.985351563
1224,Georgia,GEO,2002,,"55,9",840.0,3395728013.84524,0.743996199121273,27729.6,11229.9995422363
1225,Ghana,GHA,2002,,"42,6",270.0,6166330136.2948,0.357928660930492,86674.74,18180.0003051758
1226,Gibraltar,GIB,2002,,..,,,,0.0,
1227,Guinea,GIN,2002,,..,350.0,2950198648.95191,0.190025635417937,68570.0,13529.9997329712
1228,Guadeloupe,GLP,2002,,..,,,,,
1229,Gambia,GMB,2002,,..,410.0,578236035.104279,0.197080199104158,3458.64,1850.00002384186
1230,Guinea-Bissau,GNB,2002,,..,300.0,417806667.07798,0.116669963988233,21319.9,1870.00000476837
1231,Equatorial Guinea,GNQ,2002,,..,1110.0,1806742742.27311,6.13964728780215,25988.66,10149.9996185303
1232,Greece,GRC,2002,,"56,9",,154564203586.954,8.8607414729232,36605.443,118769.996643066
1233,Grenada,GRD,2002,,..,4460.0,540336925.925926,2.21747923086345,177.0,2130.00011444092
1234,Greenland,GRL,2002,,..,18760.0,1169138789.31435,,2.2,
1235,Guatemala,GTM,2002,,"47,7",1600.0,20444205991.025,0.861904486746083,41118.8,20520.0004577637
1236,French Guiana,GUF,2002,,..,,,,,
1237,Guam,GUM,2002,,..,,3394000000.0,,240.0,
1238,Guyana,GUY,2002,,..,870.0,726131434.715338,2.13067341744018,185553.38,3569.9999332428
1239,Hong Kong,HKG,2002,,..,25270.0,166349228737.386,,,
1240,Honduras,HND,2002,,"48,6",1060.0,7858235333.4834,0.867532758632719,67377.1,13819.9996948242
1241,Croatia,HRV,2002,,"60,3",5660.0,27085262278.8634,4.71389597134972,18920.0,27079.9999237061
1242,Haiti,HTI,2002,,"38,8",730.0,6058134466.75258,0.211278684303627,3801.96,7800.00019073486
1243,Hungary,HUN,2002,,"53,4",5290.0,67608919144.3684,5.47319066491404,19462.14,71419.9981689453
1244,Indonesia,IDN,2002,,"48,4",780.0,195660611165.183,1.3885463821283,1009558.4,681900.024414063
1245,Isle of Man,IMN,2002,,..,24130.0,1947332921.74718,,34.6,
1246,India,IND,2002,,"35,0",460.0,514937948870.08,0.897239655011535,679720.0,1738530.02929688
1247,Ireland,IRL,2002,,"55,2",24920.0,128596035288.401,11.1725820071267,6483.64,72540.0009155273
1248,Iran,IRN,2002,,"42,4",1890.0,128626917503.72,5.4936259206998,95989.24,557000.0
1249,Iraq,IRQ,2002,,"25,6",1340.0,32928454672.4246,3.47205533220836,8194.0,155419.998168945
1250,Iceland,ISL,2002,,"64,2",30930.0,9318395054.85934,7.79068112650724,327.98,3319.9999332428
1251,Israel,ISR,2002,,"53,8",19130.0,125060622862.932,9.29680393166738,1532.0,75660.0036621094
1252,Italy,ITA,2002,,"67,5",20770.0,1276769338449.3,7.77212966956651,85010.08,525260.009765625
1253,Jamaica,JAM,2002,,"52,3",3320.0,9719017925.92929,3.88515997762148,5284.9,11989.9997711182
1254,Jordan,JOR,2002,,"40,1",1790.0,9582510578.27927,3.19778191834177,975.0,21770.0004577637
1255,Japan,JPN,2002,,"62,1",35360.0,4182846045873.61,9.46761328875939,248940.0,1286689.94140625
1256,Kazakhstan,KAZ,2002,,"33,0",1530.0,24636593223.3467,8.82027432619012,31419.765,182360.000610352
1257,Kenya,KEN,2002,,"48,8",390.0,13147743910.7241,0.226358759664259,38922.2,35360.0006103516
1258,Kyrgyzstan,KGZ,2002,,"46,3",290.0,1605643104.73021,0.995852243210702,11906.56,9850.00038146973
1259,Cambodia,KHM,2002,,"52,6",320.0,4284028482.53766,0.175930498231737,107426.46,19829.9999237061
1260,Kiribati,KIR,2002,,..,1180.0,72196457.6768445,0.432900423224354,11.8,59.9999986588955
1261,Saint Kitts and Nevis,KNA,2002,,..,9150.0,481077373.669966,4.971468186329,110.0,319.999992847443
1262,South Korea,KOR,2002,,"53,3",12850.0,627246081417.004,9.71775769730364,64582.0,521369.995117188
1263,Kuwait,KWT,2002,,"36,9",19760.0,38137545245.1464,27.1519867266338,51.3,74790.0009155273
1264,Laos,LAO,2002,,..,320.0,1758176653.07746,0.197998575891713,173281.0,8600.00038146973
1265,Lebanon,LBN,2002,,"46,7",3950.0,19152238805.9701,3.7871070488739,1380.14,20219.9993133545
1266,Liberia,LBR,2002,,..,250.0,927000000.0,0.147030038263448,81621.2,860.000014305115
1267,Libyan Arab Jamahiriya,LBY,2002,,"35,4",5290.0,20481889763.7795,8.43427392771276,2170.0,105879.997253418
1268,Saint Lucia,LCA,2002,,..,5280.0,900000000.0,2.6576184472868,209.62,689.999997615814
1269,Liechtenstein,LIE,2002,,..,65420.0,2688630822.53304,6.52954616115831,66.998,230.000004172325
1270,Sri Lanka,LKA,2002,,"49,6",840.0,16536535647.0834,0.597508967005272,21538.6,21450.0007629395
1271,Lesotho,LSO,2002,,..,600.0,775780697.676625,0.205253075253648,345.2,2089.99991416931
1272,Lithuania,LTU,2002,,"62,7",3820.0,14259781159.0119,3.25872260604537,20500.0,20450.0007629395
1273,Luxembourg,LUX,2002,,"68,0",42520.0,23649833332.1655,22.0093005991466,871.0,10789.999961853
1274,Latvia,LVA,2002,,"65,2",3940.0,9557031605.27512,3.18157986637043,32672.24,11149.9996185303
1275,Macao,MAC,2002,,..,16260.0,7371723056.2402,,,
1276,Morocco,MAR,2002,,"44,2",1380.0,42236836820.6152,1.27876033150788,55401.46,54520.0004577637
1277,Monaco,MCO,2002,,..,,2968987019.23077,,0.0,
1278,Moldova,MDA,2002,,"43,3",590.0,1661818168.4226,2.46618012675707,3504.2,11770.0004577637
1279,Madagascar,MDG,2002,,..,270.0,5351701534.15801,0.0650711305753537,129369.32,23040.0009155273
1280,Maldives,MDV,2002,,..,2640.0,897031250.0,2.12122457872607,8.2,709.999978542328
1281,Mexico,MEX,2002,,"44,8",7150.0,772106378935.377,3.82492236373741,680937.42,539090.026855469
1282,Marshall Islands,MHL,2002,,..,2970.0,131738200.0,2.20199642758718,94.0,150.000005960464
1283,Macedonia,MKD,2002,,"45,0",1850.0,4018365247.44444,4.14324227550585,9581.26,11149.9996185303
1284,Mali,MLI,2002,,..,280.0,3908121459.12749,0.117128737549478,132960.0,21569.9996948242
1285,Malta,MLT,2002,,"47,3",10800.0,4693495693.49569,5.85904435257003,3.5,2619.99988555908
1286,Myanmar,MMR,2002,,"52,7",140.0,6110632857.66584,0.178570549042784,341826.88,73540.0009155273
1287,Montenegro,MNE,2002,,..,1970.0,1284685050.52413,2.90245771090621,,4269.99998092651
1288,Mongolia,MNG,2002,,"42,3",520.0,1396555719.97409,3.84828628261161,142479.0,25399.9996185303
1289,Northern Mariana Islands,MNP,2002,,..,,1284000000.0,,316.32,
1290,Mozambique,MOZ,2002,,"47,8",290.0,5677003239.29386,0.0839799190889393,407448.28,23809.9994659424
1291,Mauritania,MRT,2002,,..,640.0,1777058592.98812,0.549313642263654,4107.6,9520.00045776367
1292,Montserrat,MSR,2002,,..,,,,,
1293,Martinique,MTQ,2002,,..,,,,,
1294,Mauritius,MUS,2002,,..,3960.0,4841310239.63687,2.16665647958638,412.22,4429.99982833862
1295,Malawi,MWI,2002,,..,170.0,3495748397.63025,0.0577029252457387,29977.0,4050.00019073486
1296,Malaysia,MYS,2002,,"60,0",3800.0,100845526315.789,5.64897237553251,195426.1,173460.006713867
1297,Mayotte,MYT,2002,,..,,,,,
1298,Namibia,NAM,2002,,"50,5",1970.0,3349184760.02543,1.12786439916915,79170.652,9350.00038146973
1299,New Caledonia,NCL,2002,,..,,3740057132.98621,,8380.84,
1300,Niger,NER,2002,,..,220.0,2782192986.95772,0.0561954829009643,13032.6,20649.9996185303
1301,Norfolk Island,NFK,2002,,..,,,,,
1302,Nigeria,NGA,2002,,"37,2",630.0,95054094655.3277,0.71182160743622,245664.28,227449.996948242
1303,Nicaragua,NIC,2002,,"56,5",960.0,5224213017.54386,0.772008996144811,51570.86,12909.9998474121
1304,Niue,NIU,2002,,..,,,,,
1305,Netherlands,NLD,2002,,"64,2",26390.0,473861980070.981,10.3678697624951,3622.96,206830.001831055
1306,Norway,NOR,2002,,"69,1",39890.0,195524186477.617,7.57355547301996,121108.0,47439.998626709
1307,Nepal,NPL,2002,,"53,6",230.0,6050875806.66403,0.110136600250205,58170.14,26659.9998474121
1308,Nauru,NRU,2002,,..,,,7.72872168987158,0.0,79.9999982118607
1309,New Zealand,NZL,2002,,"61,9",14170.0,66627729311.4495,7.98784371673479,98499.76,81529.9987792969
1310,Oman,OMN,2002,,"43,6",7770.0,20142756046.814,12.4684904611488,30.0,44189.998626709
1311,Pakistan,PAK,2002,,"38,4",490.0,79904985384.8652,0.626780855428113,44277.54,242589.996337891
1312,Panama,PAN,2002,,"56,3",3970.0,12994310400.0,1.73342428120952,44193.1,10649.9996185303
1313,Pitcairn,PCN,2002,,..,,,,,
1314,Peru,PER,2002,,"49,5",1940.0,54777553515.0809,1.01446876653423,750482.24,62569.9996948242
1315,Philippines,PHL,2002,,"50,9",1130.0,84307291973.8158,0.880476054161546,72153.52,139580.001831055
1316,Palau,PLW,2002,,..,9100.0,163184900.0,11.082565050018,397.76,239.999994635582
1317,Papua New Guinea,PNG,2002,,..,490.0,2999511040.19764,0.612633191736856,362581.501,14079.9999237061
1318,Poland,POL,2002,,"63,4",4900.0,199072058823.529,7.51549232762259,91130.0,345730.010986328
1319,Puerto Rico,PRI,2002,,..,11250.0,71623500000.0,,4416.1,
1320,North Korea,PRK,2002,,..,,,3.01204666202996,64122.3,87419.9981689453
1321,Portugal,PRT,2002,,"51,8",11780.0,134795565549.419,6.29580821759629,32752.0,83059.9975585938
1322,Paraguay,PRY,2002,,"49,6",1390.0,7196260656.84556,0.715027218587562,223073.62,32020.0004577637
1323,Occupied Palestinian Territory,PSE,2002,,..,1190.0,3555800000.0,,92.54,
1324,French Polynesia,PYF,2002,,..,,3965405961.3847,,1487.32,
1325,Qatar,QAT,2002,,"45,8",25520.0,19363736263.7363,45.5701598180559,0.0,41400.0015258789
1326,Reunion,REU,2002,,..,,,,,
1327,Romania,ROU,2002,,"42,4",1950.0,46066101951.2933,4.31375325550643,63958.0,122949.996948242
1328,Russia,RUS,2002,,"48,5",2100.0,345470494417.863,10.7726770525637,8104419.2,2186659.91210938
1329,Rwanda,RWA,2002,,..,260.0,1964832511.92978,0.0668871876379322,2826.0,2720.00002861023
1330,Saudi Arabia,SAU,2002,,"50,7",8070.0,189605920240.0,12.0339922155873,9770.0,369760.009765625
1331,Sudan,SDN,2002,,"43,3",440.0,18136839087.0077,0.279648571269543,286341.62,79279.9987792969
1332,Senegal,SEN,2002,,"46,9",630.0,7006402592.45463,0.449859779657699,87761.6,17000.0
1333,Singapore,SGP,2002,,"54,4",22000.0,92537752708.5893,9.88757071217982,171.588,54049.9992370605
1334,Saint Helena,SHN,2002,,..,,,,,
1335,Svalbard and Jan Mayen Islands,SJM,2002,,..,,,,,
1336,Solomon Islands,SLB,2002,,..,800.0,346405301.683262,0.576803599394926,25361.36,569.999992847443
1337,Sierra Leone,SLE,2002,,..,200.0,1253340519.53311,0.0972741260746602,28899.76,3490.00000953674
1338,El Salvador,SLV,2002,,"51,2",1990.0,12664190300.0,0.988143123916384,6648.8,11000.0
1339,San Marino,SMR,2002,,..,,1168269230.76923,,10.0,
1340,Somalia,SOM,2002,,..,,,0.0605667574616326,73615.0,26139.9993896484
1341,Saint Pierre and Miquelon,SPM,2002,,..,,,,,
1342,Serbia,SRB,2002,,"45,3",1520.0,17120906918.3503,6.48033872655275,,65110.0006103516
1343,Sao Tome and Principe,STP,2002,,..,,85171308.1654435,0.400424440966728,583.08,79.9999982118607
1344,Suriname,SUR,2002,,..,1870.0,1093574468.08511,2.25958610186773,153326.68,2259.99999046326
1345,Slovakia,SVK,2002,,"61,8",6040.0,35297794385.6863,7.08027203994118,19047.1,46150.0015258789
1346,Slovenia,SVN,2002,,"58,2",10920.0,23489890274.3142,7.78128203524825,12358.0,18790.0009155273
1347,Sweden,SWE,2002,,"66,1",29090.0,266849061835.659,6.05268959896099,281450.0,68180.0003051758
1348,Swaziland,SWZ,2002,,..,1520.0,1432228125.26682,0.590021597424815,4757.1,2250.0
1349,Seychelles,SYC,2002,,..,6850.0,697518248.175182,4.18045213429447,337.0,439.999997615814
1350,Syria,SYR,2002,,"40,9",4660.0,90558485523.3853,2.57923248041725,4440.8,93839.9963378906
1351,Turks and Caicos Islands,TCA,2002,,..,,366707900.0,,105.2,
1352,Chad,TCD,2002,,..,200.0,1997005786.54118,0.045257219511933,61884.0,37189.998626709
1353,Togo,TGO,2002,,"48,1",300.0,1706698099.44513,0.253713981302151,12625.452,4550.00019073486
1354,Thailand,THA,2002,,"53,1",1980.0,134300851255.002,2.86877303112338,192130.0,272959.991455078
1355,Tajikistan,TJK,2002,,"36,7",170.0,1221120798.81336,0.325600716388938,4100.0,6670.00007629395
1356,Tokelau,TKL,2002,,..,,,,,
1357,Turkmenistan,TKM,2002,,"30,6",730.0,4461978498.86577,8.81257328149758,41270.0,94040.0009155273
1358,Timor-Leste,TLS,2002,,..,770.0,469506692.623875,0.186887327597145,9463.0,2759.99999046326
1359,Tonga,TON,2002,,..,1910.0,182763693.916873,0.963354027687912,89.5,230.000004172325
1360,Trinidad and Tobago,TTO,2002,,"43,7",6420.0,9008273720.93395,9.42075739408766,2358.02,18600.0003814697
1361,Tunisia,TUN,2002,,"43,9",2130.0,23142153759.5836,2.15066302382765,6717.66,31079.9999237061
1362,Turkey,TUR,2002,,"41,9",3540.0,240253216295.117,3.15372355112502,203352.96,271450.012207031
1363,Tuvalu,TUV,2002,,..,3430.0,16842334.0215147,1.04069099557525,10.0,19.9999995529652
1364,Taiwan,TWN,2002,,"56,7",,,,,
1365,Tanzania,TZA,2002,,"53,4",410.0,14142035080.2849,0.0982022883345995,529260.1,52040.0009155273
1366,Uganda,UGA,2002,,..,250.0,6178563590.89254,0.058328234879452,30804.44,20209.9990844727
1367,Ukraine,UKR,2002,,"47,2",790.0,43956369917.0202,6.30548605582672,95176.0,371570.007324219
1368,Uruguay,URY,2002,,"59,4",5170.0,13606494599.4261,1.37005324147878,14414.6,32220.0012207031
1369,United States of America,USA,2002,,"54,8",37310.0,10929112955000.0,19.4455490036168,3045728.0,6582640.13671875
1370,Uzbekistan,UZB,2002,,"29,4",450.0,9687788512.80184,5.13971076077327,30390.888,182179.992675781
1371,Holy See,VAT,2002,,..,,,,,
1372,Saint Vincent and the Grenadines,VCT,2002,,..,4010.0,487763851.851852,2.02732484946959,285.4,310.000002384186
1373,Venezuela,VEN,2002,,"53,3",3950.0,92893587733.6549,5.55644840345176,488218.0,337779.998779297
1374,British Virgin Islands,VGB,2002,,..,,,,36.64,
1375,United States Virgin Islands,VIR,2002,,..,,3262000000.0,,200.62,
1376,Viet Nam,VNM,2002,,"49,9",420.0,35064105500.8344,0.824629176039952,121048.92,152009.994506836
1377,Vanuatu,VUT,2002,,..,1180.0,262596597.803278,0.395794672662267,4423.0,550.000011920929
1378,Wallis and Futuna Islands,WLF,2002,,..,,,,,
1379,Samoa,WSM,2002,,..,1410.0,281793623.822826,0.910893220747677,1703.46,469.999998807907
1380,Yemen,YEM,2002,,"33,7",490.0,10694628091.6726,0.818385846725839,5490.0,38229.9995422363
1381,South Africa,ZAF,2002,,"36,2",2890.0,129088132201.846,6.95152082924221,177052.9,422989.990234375
1382,Zambia,ZMB,2002,,"53,3",380.0,4193845678.17033,0.182712813048879,469824.0,27610.0006103516
1383,Zimbabwe,ZWE,2002,,"49,7",370.0,6342116400.0,1.04216694055478,182738.4,28920.0000762939
1384,Aruba,ABW,2003,,..,21120.0,2044134078.21229,,4.2,
1385,Afghanistan,AFG,2003,,..,,4539500884.0479,0.0538747195803349,12084.4,15529.9997329712
1386,Angola,AGO,2003,,"44,1",710.0,17812704825.1957,0.924723238442631,760434.27,65720.0012207031
1387,Anguilla,AIA,2003,,..,,,,,
1388,Albania,ALB,2003,,"62,7",1650.0,5611496257.14231,1.3389849808862,7731.31,9090.00015258789
1389,Andorra,AND,2003,,..,,2361726862.30248,7.17117419716361,160.0,610.000014305115
1390,Netherlands Antilles,ANT,2003,,..,,,,,
1391,United Arab Emirates,ARE,2003,,"49,6",31910.0,124346358066.712,27.2247414462007,3117.91,133419.998168945
1392,Argentina,ARG,2003,,"53,5",3640.0,127586973492.177,3.33506078457966,324288.0,302570.007324219
1393,Armenia,ARM,2003,,"46,6",940.0,2807061008.69084,1.13485221954397,3320.16,6199.99980926514
1394,American Samoa,ASM,2003,,..,,524000000.0,,176.4,
1395,Antigua and Barbuda,ATG,2003,,..,10700.0,856396296.296296,5.25136082515173,92.49,740.000009536743
1396,Australia,AUS,2003,,"57,2",21370.0,467497961560.862,17.8786414814145,1311337.0,539309.997558594
1397,Austria,AUT,2003,,"67,0",28100.0,262273631180.054,9.16834390776994,38456.58,89449.9969482422
1398,Azerbaijan,AZE,2003,,"37,7",840.0,7276753894.71541,3.46971735767409,10008.024,39939.998626709
1399,Burundi,BDI,2003,,..,120.0,784654423.620476,0.0233207386412289,1939.4,1940.00005722046
1400,Belgium,BEL,2003,,"61,4",27100.0,318082528506.588,11.1313145272907,6740.71,134750.0
1401,Benin,BEN,2003,,"50,9",590.0,5349258334.31914,0.31857080486918,39851.5,7500.0
1402,Burkina Faso,BFA,2003,,..,310.0,4740768355.22974,0.0798121867114876,70665.0,19540.0009155273
1403,Bangladesh,BGD,2003,,"37,5",460.0,60158929188.2556,0.209738657425867,19107.323,126099.998474121
1404,Bulgaria,BGR,2003,,"52,6",2370.0,21144982397.4144,6.16437100396881,34836.0,62319.9996948242
1405,Bahrain,BHR,2003,,..,12950.0,11074813829.7872,23.0515415673732,4.15,28549.9992370605
1406,Bahamas,BHS,2003,,..,25680.0,8870090000.0,7.03122725764696,5098.6,2599.99990463257
1407,Bosnia and Herzegovina,BIH,2003,,"38,9",1830.0,8498560877.09175,3.55422169250248,21089.53,19020.0004577637
1408,Belarus,BLR,2003,,"50,3",1630.0,17827791321.3067,5.37933561051115,83801.0,78209.9990844727
1409,Belize,BLZ,2003,,..,4760.0,1298000000.0,1.93183278079098,14389.27,1009.99999046326
1410,Bermuda,BMU,2003,,..,,4186525000.0,,10.0,
1411,Bolivia,BOL,2003,,"54,6",890.0,8082364816.16879,1.00249762389359,544967.76,35099.9984741211
1412,Brazil,BRA,2003,,"56,5",2980.0,558229210852.965,1.70186292670222,5392362.3,835739.990234375
1413,Barbados,BRB,2003,,..,11590.0,3209500000.0,5.15889777244636,63.0,3720.00002861023
1414,Brunei Darussalam,BRN,2003,,"62,2",17770.0,6557333084.60567,15.591238348025,3919.0,7579.99992370605
1415,Bhutan,BTN,2003,,..,900.0,604041957.921855,0.409689456110845,26357.87,879.999995231628
1416,Botswana,BWA,2003,,"49,7",3200.0,7511582173.37724,2.14575481374025,172658.0,8789.99996185303
1417,Central African Republic,CAF,2003,,..,250.0,1142315573.75494,0.0571167334822321,228130.0,23799.9992370605
1418,Canada,CAN,2003,,"56,1",25480.0,895540646634.787,17.2083016115187,3476580.42,679150.024414063
1419,Switzerland,CHE,2003,,"77,1",46780.0,362075086507.76,6.10982341501083,12077.42,53950.0007629395
1420,Chile,CHL,2003,,"56,2",4620.0,76507577234.5965,3.16537273732221,160895.2,69160.0036621094
1421,China,CHN,2003,,"42,5",1280.0,1660287965662.68,3.42743725260012,1840834.99,5718040.0390625
1422,Cote d'Ivoire,CIV,2003,,"52,3",610.0,21251755293.9537,0.293103762032616,47557.89,23329.9999237061
1423,Cameroon,CMR,2003,,"43,6",820.0,15970315751.0277,0.318570147014739,213883.87,83819.9996948242
1424,Dem. Rep. Congo,COD,2003,,"46,3",160.0,8937567059.87754,0.0375900005636621,1418800.0,45000.0
1425,Congo,COG,2003,,"46,6",690.0,3503723244.83607,0.94316125431496,221590.0,10939.9995803833
1426,Cook Islands,COK,2003,,..,,,,,
1427,Colombia,COL,2003,,"59,7",2400.0,94641378693.223,1.36661377467152,621571.87,141600.006103516
1428,Comoros,COM,2003,,..,800.0,546885184.990174,0.245558031670051,403.66,349.999994039536
1429,Cape Verde,CPV,2003,,..,1420.0,813260468.873834,0.645713612234786,406.2,469.999998807907
1430,Costa Rica,CRI,2003,,"68,5",4000.0,17271760506.9483,1.38470762155819,28614.14,11130.0001144409
1431,Cuba,CUB,2003,,"53,3",3100.0,35901200000.0,2.28855277657059,25841.0,41069.9996948242
1432,Cayman Islands,CYM,2003,,..,,,,128.67,
1433,Cyprus,CYP,2003,,"56,7",16710.0,14547325028.3126,7.82726038257215,1719.79,8970.00026702881
1434,Czech Republic,CZE,2003,,"61,2",8110.0,100090467581.268,12.0433608720608,26433.17,142539.993286133
1435,Germany,DEU,2003,,"66,3",26140.0,2501640388482.35,10.1387088183608,113705.0,961380.004882813
1436,Djibouti,DJI,2003,,..,,622044665.515049,0.508425599878624,56.0,1279.99997138977
1437,Dominica,DMA,2003,,..,4790.0,343311111.111111,2.04552760872046,478.7,200.000002980232
1438,Denmark,DNK,2003,,"60,6",34750.0,218096033517.009,10.9876980711583,5760.67,76260.0021362305
1439,Dominican Republic,DOM,2003,,"54,3",2620.0,21403167848.1444,2.09981057334094,20026.65,28049.9992370605
1440,Algeria,DZA,2003,,"47,6",1940.0,67863828412.6882,2.75113315210834,16807.0,177639.999389648
1441,Ecuador,ECU,2003,,"57,7",2130.0,32432858000.0,1.85397028169914,135198.07,54069.9996948242
1442,Egypt,EGY,2003,,"53,3",1190.0,80288461538.4615,1.75110830819722,611.39,209929.992675781
1443,Eritrea,ERI,2003,,"36,0",290.0,870247703.182758,0.260044696639323,11089.8,5369.99988555908
1444,Western Sahara,ESH,2003,,..,,,,,
1445,Spain,ESP,2003,,"56,6",18080.0,907491523174.116,7.55339634772477,175293.53,393429.992675781
1446,Estonia,EST,2003,,"55,6",5730.0,9874013098.46432,12.3584689316984,22680.29,19670.0000762939
1447,Ethiopia,ETH,2003,,"52,3",110.0,8623691300.04079,0.0686084420382145,183095.0,83989.9978637695
1448,Finland,FIN,2003,,"60,7",28800.0,171652458349.411,13.7559575102758,223845.48,85139.9993896484
1449,Fiji,FJI,2003,,..,2290.0,2300453634.34962,1.22333987216247,10265.01,2150.00009536743
1450,Falkland Islands,FLK,2003,,..,,,,,
